y_7full	x_7full
0.9551114168378321	61.84210775893435
0.9451186198690404	72.3684197453201
0.9583244285081358	80.9210463525223
0.9466718939330889	92.10525848326581
0.9234149050898441	105.2631559931929
0.8919004116407421	113.8157826003951
0.822314897745591	117.7631533587622
0.8753029978862266	120.3947388823035
0.7725913238392219	124.3420945867808
0.7361491227319721	124.9999947311386
0.7179160115639174	127.6315802546799
0.7377676486241902	132.236836103515
0.835472616595909	135.5263067175243
0.9464280580631477	138.8157923854234
0.9927943700539055	140.7894627107172
0.9762175621564084	143.4210482342585
0.8735196252950272	144.7368334690843
0.7376886595318135	147.3684189926256
0.9099274832810518	150.6578896066349
0.9827981387494162	151.9736748414607
0.9960382999130819	153.9473602206443
0.9927016436973222	158.5526311233691
0.9777674018847593	163.815787116562
0.9644997662712635	167.1052577305713
0.7591038924699174	169.7368432541126
0.8766914252512938	171.7105135794064
0.9727538366200068	172.3684137237642
0.9893031699890902	174.9999992473055
0.9859630795947998	180.2631401866086
0.9942308823096186	182.8947407640397
0.9859218678807626	188.1578817033428
0.9726542416706119	191.4473673712419
0.9494487580665685	194.7368229313615
0.8401255890805162	196.052623220077
0.9792382525207337	199.3421088879761
0.9792142124066012	203.9473647368112
0.9709086369758235	208.5526205856463
0.9245114162781214	212.4999913440134
0.9725306066856676	215.1315618136649
0.9658572942541481	224.3421036191147
0.9542081940147988	234.8684156055004
0.9326212457063185	245.3947275918862
0.9093505195988669	261.1842106253546
0.8927462182876829	269.0789521420887
0.8578985219223754	281.578949507658
0.8263805847342305	290.7894612053282
0.7782927272052576	301.315773191714
0.7086728513036078	311.8420851780998
0.6224933390257817	321.7105120740175
0.5330012202068406	331.5789389699352
0.4667145567033245	338.1578801979538
0.4070497097954717	345.39473662422
0.3656111433905757	351.3157927617707
0.3374127003787983	359.2105041707254
0.3224543804458055	369.0789310666431
0.3372890652366871	382.8947287209279
0.3587454529972571	397.3684114656807
0.3785318761570741	414.4736646800852
0.4016480774579108	428.2894322265904
0.4198091058183639	439.4736895190032
0.4429184005200913	454.6052573542241
0.4527875340581533	467.7631398102614
0.4593200587115143	485.5263082229133
0.4725052711326865	498.0262754807031
0.4873639579528197	507.2368473939324
0.5022295136015151	515.1315889106666
0.5170572919504546	530.2631567458874
0.5285999381295254	540.131583641805
0.5285243835300135	554.6052362787784
0.5185350113364076	564.4736631746962
0.5217651944494486	580.2631462081645
0.5266894963748514	588.8157427075872
0.5365758013556507	598.6841696035049
0.5674304249201007	736.6938875075857
0.5799889840983419	937.1986417192621
0.5861414143051973	1171.081152782277
0.5969985904501092	1485.164202723906
0.6015511022558636	1725.720648651353
0.6091956829103955	2066.514652706336
0.6105355987744132	2333.782528301753
0.6164914796627096	2774.791584830742
0.6178060295943484	3068.78531286523
0.614396884484505	3302.623129480969
0.5998262077206413	3543.090344855444
0.5772938364058637	3776.838772223379
0.5611866185869823	3957.164974151569
0.5434731028724586	4150.846811654642
0.5321593744205479	4317.832593193452
0.5272263716732326	4478.165994588754
0.5222806852074671	4651.86311479462
0.5172842668769438	4879.011939878629
0.513856097092138	5132.894383600979
0.5120405292764312	5366.739332166541
0.5102440236205508	5580.539970838526
0.5132473111041935	5774.318646575635
0.5130507236989619	5981.445508901395
0.5251818529565311	5999.999999999997
0.5214103604941833	7206.560737944757
0.5175975840390852	8432.122095359187
0.51780400778152	9611.203123923549
0.5423320507835643	10672.10621871393
0.5507007268993167	12487.0247990863
0.5468466645621268	14233.09418812725
0.5144866449074512	15395.85247190484
0.4658845025294622	16653.60112170005
0.4009991393975885	17548.68628561227
0.3320945760681817	18982.30852391874
0.3037537566110392	20002.55529291483
0.275412749302376	21077.61226473384
0.296004347943909	25316.18216610903
0.3205323928352944	28110.66474150521
0.3532641600549274	32891.21758650156
0.3820178251075984	40553.16152012077
0.3700427962791827	46223.79375906772
0.3661474499492423	51326.06505847276
